Id,Category
53123,1,2
53126,1,2
53146,1,3
53152,2,1
53169,3,2
53175,2,1
53177,3,1
53178,3,1
53182,3,1
53183,2,1
53184,1,2
53198,1,4
53222,0,4
53230,3,2
53231,1,2
53234,1,0
53244,1,2
53248,1,2
53249,2,1
53274,1,3
53277,2,1
53283,1,2
53294,3,1
53297,1,2
53306,1,2
53317,1,2
53323,2,1
53328,1,2
53332,2,1
53345,1,2
53350,0,2
53352,2,1
53353,0,1
53357,1,0
53362,3,2
53363,1,2
53368,3,2
53373,0,2
53374,2,3
53379,1,2
53380,2,1
53384,2,1
53404,1,2
53409,1,2
53421,1,2
53425,1,2
53429,2,1
53432,3,1
53456,1,2
53457,1,2
53468,0,2
53479,1,2
53482,0,2
53486,2,1
53494,1,3
53496,1,3
53517,1,2
53524,2,1
53535,2,1
53558,2,1
53559,3,1
53574,3,2
53579,2,1
53584,0,2
53588,3,2
53592,0,1
53627,1,2
53629,0,3
53634,1,2
53636,1,0
53637,1,2
53647,1,2
53652,0,2
53665,2,1
53673,1,2
53677,1,2
53682,1,2
53694,3,2
53695,1,3
53701,1,3
53706,2,1
53711,1,2
53719,1,2
53720,1,3
53732,1,2
53733,1,2
53738,1,2
53742,1,2
53750,1,2
53761,1,2
53764,1,2
53770,2,1
53777,1,2
53779,2,1
53783,2,1
53791,2,1
53805,1,2
53824,1,2
53825,2,1
53832,1,2
53835,1,0
53843,1,3
53855,1,3
53873,0,2
53886,1,2
53888,1,3
53889,1,2
53895,3,1
53899,4,0
53911,2,1
53923,1,2
53934,2,1
53938,3,2
53941,3,1
53942,1,3
53943,1,2
53958,3,1
53961,1,2
53978,1,2
53983,1,2
53985,1,2
53989,2,1
53996,2,0
53998,0,4
53999,2,1
54004,0,2
54011,1,2
54046,3,1
54056,2,1
54057,0,1
54062,3,2
54063,2,1
54065,1,0
54079,3,2
54082,1,3
54107,1,2
54109,2,1
54112,1,2
54140,1,2
54144,1,2
54164,3,2
54166,2,1
54179,2,1
54181,0,1
54190,2,1
54197,2,3
54205,2,1
54206,2,4
54219,1,2
54222,2,3
54229,3,2
54231,3,1
54237,2,1
54240,2,1
54241,3,1
54248,1,0
54249,1,2
54260,1,2
54270,1,3
54276,1,2
54278,1,2
54280,1,2
54281,1,2
54283,1,2
54293,1,2
54295,1,2
54304,1,2
54308,3,2
54316,1,2
54326,1,2
54329,2,3
54330,0,2
54332,1,2
54343,1,2
54347,1,2
54351,1,2
54353,1,2
54354,2,0
54356,3,1
54360,1,2
54400,1,2
54410,1,2
54411,1,3
54415,0,2
54431,3,2
54440,1,2
54443,3,1
54447,3,2
54448,2,0
54459,1,2
54470,3,1
54477,3,2
54485,1,2
54491,1,2
54495,1,3
54502,1,2
54509,2,1
54511,1,2
54524,0,2
54530,3,1
54543,2,1
54576,4,2
54599,3,2
54605,3,0
54609,2,1
54618,3,2
54633,2,1
54644,2,1
54647,0,2
54651,0,1
54652,2,1
54673,1,2
54691,2,1
54695,1,2
54704,1,0
54712,1,2
54714,1,2
54715,1,3
54718,1,2
54723,1,2
54730,3,4
54740,1,2
54768,3,0
54780,1,2
54791,1,2
54792,1,2
54796,4,2
54797,1,2
54799,1,2
54805,3,2
54812,3,2
54814,1,2
54817,3,1
54818,1,0
54824,1,2
54826,1,2
54835,1,3
54836,1,2
54838,2,1
54860,1,2
54874,1,0
54884,1,3
54900,2,1
54901,2,0
54903,1,2
54906,1,3
54909,2,1
54932,1,2
54935,1,2
54942,1,3
54947,1,3
54948,1,0
54949,1,2
54964,2,1
54968,1,2
54972,3,2
54992,3,2
55000,2,3
55001,2,1
55004,2,1
55011,2,3
55018,1,2
55037,2,1
55039,2,1
55050,1,2
55065,1,0
55082,3,1
55086,1,3
55097,2,0
55101,3,2
55103,1,2
55104,1,0
55112,2,0
55140,2,1
55143,1,4
55154,1,2
55168,1,3
55172,1,2
55176,1,3
55186,1,2
55187,2,1
55194,1,3
55206,1,2
55214,2,0
55218,1,2
55219,1,2
55222,3,2
55231,3,1
55233,1,2
55236,1,2
55251,0,2
55253,2,1
55264,3,1
55287,1,2
55304,1,0
55319,1,2
55320,1,3
55321,1,2
55327,2,1
55341,1,2
55346,1,2
55349,1,2
55351,1,2
55355,1,2
55369,2,1
55372,1,3
55394,2,1
55395,3,1
55397,2,1
55401,1,2
55406,1,2
55413,1,2
55424,1,2
55432,1,2
55443,3,2
55451,2,1
55468,3,2
55473,1,3
55481,3,2
55482,3,2
55508,1,2
55512,0,3
55539,3,2
55545,1,3
55554,1,3
55563,1,2
55566,2,1
55573,2,1
55587,1,2
55597,2,1
55600,2,1
55605,1,3
55610,0,2
55619,1,2
55629,2,1
55631,1,2
55634,1,0
55642,1,0
55646,3,2
55649,2,0
55652,1,2
55661,2,1
55663,2,3
55669,1,2
55674,3,1
55679,3,1
55696,3,1
55700,2,3
55713,1,2
55720,1,2
55727,1,2
55732,1,2
55734,2,1
55737,2,1
55740,2,1
55748,2,4
55760,1,2
55762,1,2
55770,1,3
55771,1,2
55781,1,2
55784,1,3
55794,1,2
55795,1,2
55801,1,3
55804,1,2
55806,1,2
55807,1,2
55822,1,2
55827,3,1
55838,1,2
55839,1,2
55842,1,3
55844,3,1
55847,1,3
55871,3,1
55872,1,2
55881,0,4
55883,2,1
55887,1,2
55888,4,2
55899,1,2
55904,2,1
55925,3,1
55932,1,0
55940,1,0
55942,3,2
55954,1,2
55959,1,2
55963,1,2
55983,1,2
55984,2,1
55985,3,0
55986,1,2
55997,1,2
56009,1,3
56013,0,4
56016,1,3
56017,2,1
56021,3,1
56029,1,2
56036,0,1
56041,2,1
56051,1,3
56061,1,2
56070,4,2
56095,2,1
56100,2,1
56101,0,2
56111,2,1
56146,1,0
56174,3,2
56184,1,0
56190,3,1
56191,2,1
56197,1,2
56219,1,2
56238,1,2
56254,1,2
56258,1,2
56277,1,2
56303,0,2
56305,1,2
56314,0,4
56338,2,1
56357,3,1
56363,3,2
56388,2,1
56390,1,2
56396,1,4
56398,2,1
56412,1,0
56413,1,2
56416,2,0
56419,3,2
56426,1,3
56430,1,2
56438,0,2
56439,1,3
56440,1,3
56448,1,2
56451,2,3
56458,1,3
56460,3,1
56470,2,1
56473,1,2
56477,1,3
56478,1,2
56479,3,1
56480,0,3
56486,2,1
56497,1,2
56501,2,1
56510,1,2
56517,3,1
56522,0,1
56524,2,3
56528,3,2
56532,1,3
56537,2,1
56540,2,1
56545,1,3
56552,1,2
56562,3,2
56563,1,2
56564,1,2
56568,2,1
56572,1,2
56576,1,3
56577,0,2
56582,3,2
56589,2,1
56590,2,1
56600,3,2
56612,1,3
56629,1,3
56631,0,2
56633,3,1
56650,3,2
56652,0,1
56656,2,0
56673,2,1
56684,1,2
56688,2,1
56693,2,1
56700,2,1
56707,2,1
56713,3,2
56714,3,2
56725,2,1
56731,1,2
56734,1,2
56735,1,2
56739,3,1
56740,1,2
56742,1,2
56746,0,3
56749,1,2
56753,1,2
56754,1,2
56755,3,2
56774,2,1
56788,3,1
56797,3,2
56807,0,4
56810,2,1
56811,2,1
56814,0,2
56823,2,3
56851,1,2
56852,1,2
56892,2,3
56902,1,2
56904,1,2
56911,1,2
56932,1,3
56939,3,1
56966,2,1
56968,4,0
56985,1,2
56998,1,2
57003,3,2
57006,1,2
57044,1,4
57047,3,1
57053,2,1
57055,1,0
57057,2,1
57063,0,2
57072,2,1
57082,4,3
57084,3,1
57086,1,2
57087,3,1
57115,1,2
57124,3,1
57130,3,1
57131,2,1
57142,1,2
57145,3,2
57155,1,3
57158,1,3
57160,1,2
57172,1,2
57173,0,2
57182,2,3
57192,1,2
57199,1,2
57204,1,2
57205,2,1
57206,1,2
57209,1,2
57210,1,3
57213,1,2
57224,1,2
57225,1,2
57245,3,2
57256,3,2
57258,1,2
57264,3,1
57271,1,4
57272,1,2
57290,3,1
57292,2,1
57294,3,2
57304,1,2
57311,2,1
57317,1,0
57318,1,2
57335,1,0
57339,1,2
57349,1,2
57354,1,2
57357,2,1
57377,0,1
57381,1,2
57413,3,2
57416,2,1
57426,1,2
57428,1,2
57431,1,2
57435,3,4
57443,1,2
57452,1,2
57453,2,1
57458,2,1
57466,2,3
57472,2,1
57473,1,2
57479,1,2
57480,3,1
57483,1,3
57484,1,2
57485,3,2
57495,1,2
57497,2,1
57512,0,3
57542,1,2
57547,0,1
57553,3,2
57556,0,4
57557,1,0
57558,2,3
57559,2,3
57567,2,0
57571,1,3
57583,2,1
57606,1,2
57614,1,2
57639,2,1
57640,0,2
57646,1,2
57651,2,1
57655,1,2
57656,1,2
57671,1,3
57680,1,3
57681,1,3
57685,3,2
57692,1,2
57700,1,0
57716,1,2
57739,2,1
57742,2,1
57744,1,2
57746,3,1
57748,2,3
57756,1,2
57759,2,1
57765,1,2
57785,1,2
57794,1,2
57801,1,2
57830,1,2
57834,1,2
57842,1,3
57843,1,0
57847,1,2
57859,1,3
57865,1,3
57886,2,1
57895,1,2
57906,2,1
57910,3,1
57923,1,2
57927,1,2
57929,1,2
57937,3,4
57945,1,2
57950,3,2
57955,1,2
57956,3,1
57965,1,0
57971,1,2
57984,1,2
57985,1,2
57993,2,1
58000,1,2
58020,1,2
58031,1,2
58035,1,2
58042,1,2
58045,0,2
58050,2,0
58054,3,2
58067,2,1
58070,3,0
58072,1,2
58080,1,2
58084,1,2
58085,2,3
58104,2,1
58108,1,2
58109,1,2
58122,1,2
58125,1,2
58127,1,2
58132,2,1
58136,2,3
58158,1,2
58161,1,0
58162,2,1
58180,1,2
58191,1,3
58193,2,1
58198,1,2
58223,1,2
58229,1,2
58231,3,2
58233,2,1
58236,0,2
58242,3,2
58245,3,2
58248,1,3
58261,1,2
58269,1,2
58276,2,1
58283,2,1
58284,1,2
58287,2,1
58292,1,2
58295,3,1
58302,2,1
58310,1,2
58311,2,1
58318,2,1
58320,2,4
58328,3,1
58336,1,3
58342,0,1
58344,1,2
58352,2,1
58354,1,0
58377,3,1
58385,2,1
58393,3,1
58403,1,3
58408,1,2
58416,1,2
58438,1,2
58445,2,1
58448,1,3
58449,1,4
58451,2,4
58456,1,3
58471,1,2
58472,1,2
58475,3,2
58488,1,2
58502,1,2
58515,1,2
58525,2,3
58539,1,2
58553,2,1
58559,2,1
58561,1,4
58562,1,3
58569,2,4
58580,1,2
58582,3,1
58584,1,2
58609,1,3
58615,1,3
58619,1,2
58621,0,4
58625,0,2
58650,2,1
58651,3,1
58657,2,1
58665,2,1
58674,1,2
58676,0,1
58695,3,2
58696,3,2
58699,3,2
58701,1,2
58704,2,1
58705,3,2
58718,1,3
58723,2,1
58727,0,2
58752,1,2
58760,2,1
58784,3,2
58785,1,3
58789,1,2
58790,1,2
58809,1,2
58812,1,3
58815,0,2
58816,1,2
58817,1,2
58820,1,2
58829,1,2
58838,1,2
58841,3,2
58855,1,2
58862,1,2
58866,2,3
58869,1,3
58875,3,2
58883,1,2
58884,2,1
58891,1,2
58892,2,1
58898,1,2
58902,1,3
58905,3,2
58916,1,2
58928,1,2
58933,0,2
58938,1,2
58949,1,4
58962,1,3
58977,1,2
58985,1,2
58988,3,1
58998,2,1
59002,2,1
59013,1,2
59024,1,2
59032,1,2
59037,1,2
59040,1,2
59042,1,2
59045,1,3
59057,2,1
59068,1,2
59077,2,1
59078,3,1
59081,1,2
59084,1,2
59092,1,2
59097,1,2
59102,1,0
59105,1,0
59110,0,1
59126,2,1
59129,1,2
59141,0,1
59145,2,1
59148,1,2
59152,1,3
59154,3,2
59160,3,1
59161,1,2
59165,0,3
59169,1,2
59177,3,1
59191,1,2
59205,1,3
59211,1,2
59213,1,2
59217,2,4
59219,3,2
59227,1,2
59231,1,2
59239,3,2
59251,1,2
59254,1,2
59259,1,2
59270,0,2
59277,3,1
59279,1,2
59292,1,2
59294,0,1
59296,2,1
59300,1,2
59303,0,2
59304,3,2
59307,3,1
59309,2,1
59310,1,2
59312,1,2
59325,1,2
59328,3,2
59332,1,2
59333,1,2
59334,0,2
59338,1,3
59340,2,1
59343,1,2
59349,2,1
59359,1,2
59363,3,2
59367,1,0
59398,3,2
59403,3,1
59404,1,2
59405,1,2
59407,1,2
59411,2,1
59412,3,2
59442,1,2
59454,2,3
59456,3,4
59462,1,2
59475,4,2
59486,3,2
59488,1,2
59493,1,2
59508,1,3
59519,3,1
59537,2,1
59543,1,2
59553,0,1
59555,3,1
59557,3,1
59564,1,4
59566,1,2
59569,1,2
59575,1,2
59578,1,2
59582,3,1
59592,1,2
59594,2,1
59599,2,1
59601,4,1
59617,1,2
59629,3,1
59630,1,2
59631,1,2
59647,1,2
59653,4,1
59658,0,3
59663,2,1
59674,1,3
59678,1,2
59679,1,3
59690,1,2
59694,1,3
59696,1,2
59697,3,2
59707,1,3
59722,1,3
59752,0,3
59758,2,1
59763,4,0
59779,2,1
59782,3,2
59814,1,3
59818,1,2
59828,1,2
59831,3,2
59839,3,1
59845,2,1
59857,3,2
59874,3,1
59878,3,2
59881,1,2
59888,3,2
59895,3,1
59897,2,1
59908,1,2
59909,3,4
59914,1,2
59933,2,1
59936,3,1
59953,0,2
59955,2,1
59971,1,2
59979,1,2
59982,2,1
59996,0,2
59998,1,2
60013,1,2
60015,1,2
60017,1,2
60023,1,2
60026,1,2
60029,1,3
60030,2,0
60031,1,2
60034,3,4
60035,2,1
60042,1,3
60049,0,2
60057,1,2
60061,2,1
60072,1,2
60076,3,1
60092,1,2
60093,3,2
60106,0,2
60108,3,2
60113,3,1
60121,3,2
60124,3,4
60128,2,1
60129,1,2
60131,2,1
60142,1,3
60145,3,2
60148,3,1
60164,1,3
60165,0,2
60170,2,1
60195,2,1
60196,1,2
60199,1,4
60202,1,2
60206,1,2
60211,2,1
60218,1,2
60227,3,1
60230,3,1
60232,2,1
60235,2,4
60243,1,2
60251,2,1
60252,3,0
60253,1,2
60257,1,2
60260,1,2
60262,1,2
60276,0,2
60284,1,2
60294,1,3
60301,1,2
60304,1,3
60314,3,2
60331,2,1
60335,1,2
60336,1,2
60346,1,2
60351,1,2
60361,1,4
60363,3,2
60364,1,2
60370,1,2
60383,1,2
60391,1,2
60397,3,1
60398,4,1
60399,0,4
60402,3,4
60423,2,3
60425,0,2
60426,1,2
60433,1,2
60437,3,1
60441,1,0
60443,2,1
60447,1,3
60453,3,2
60458,1,2
60459,3,2
60468,3,1
60474,1,2
60477,1,2
60478,1,2
60483,4,1
60493,4,1
60499,1,2
60530,3,1
60532,2,1
60534,2,1
60536,2,1
60541,3,4
60542,1,2
60559,1,2
60572,3,1
60597,1,2
60607,3,2
60621,1,2
60624,1,2
60651,1,3
60656,1,4
60657,1,2
60665,1,2
60672,1,2
60678,1,2
60683,1,2
60684,3,2
60689,1,2
60692,3,2
60694,3,1
60697,2,1
60700,0,2
60702,1,2
60706,1,0
60709,1,2
60713,1,2
60726,1,2
60730,0,4
60741,1,3
60743,3,1
60749,1,2
60758,1,2
60764,1,2
60767,1,2
60788,3,4
60789,1,2
60791,1,2
60802,1,2
60805,0,2
60808,1,2
60812,1,3
60816,1,2
60817,1,2
60822,2,1
60824,1,2
60834,1,3
60843,1,2
60862,1,2
60863,3,1
60873,2,1
60882,1,2
60895,3,2
60910,1,2
60913,3,2
60920,1,3
60921,3,1
60922,1,2
60926,1,2
60930,2,1
60933,1,2
60944,1,2
60950,3,2
60951,1,2
60954,2,1
60967,3,2
60977,3,1
60984,1,2
60989,1,3
60991,3,2
60994,0,2
60995,3,2
60996,0,1
60998,4,1
60999,3,1
61003,1,2
61008,1,3
61014,1,2
61015,1,2
61018,1,2
61037,2,1
61042,1,2
61055,1,2
61062,4,2
61069,2,1
61093,3,1
61098,1,2
61108,1,2
61117,3,1
61118,3,1
61122,1,2
61126,1,2
61127,0,1
61137,2,1
61138,2,1
61152,2,0
61173,1,2
61180,3,2
61193,1,3
61199,1,4
61212,2,3
61252,2,1
61265,3,2
61268,1,2
61280,1,3
61290,3,1
61297,1,3
61302,1,2
61309,3,1
61312,2,1
61320,1,2
61331,1,2
61342,1,0
61356,2,1
61357,1,2
61362,1,2
61371,2,3
61376,2,1
61380,2,1
61391,1,3
61399,2,3
61404,2,1
61409,3,1
61413,1,2
61422,1,2
61441,1,2
61447,1,2
61455,2,3
61466,1,2
61468,1,2
61494,1,2
61497,3,2
61509,1,2
61514,0,2
61515,1,2
61516,1,0
61519,2,1
61520,0,4
61529,2,1
61532,0,1
61547,1,2
61551,1,2
61555,2,1
61557,2,1
61565,1,2
61569,1,3
61580,1,3
61587,3,1
61608,2,1
61612,1,2
61614,3,2
61616,1,2
61622,4,1
61623,3,2
61626,3,1
61634,0,2
61638,1,3
61640,1,2
61641,3,1
61644,1,2
61650,3,2
61654,2,1
61657,1,2
61672,1,2
61676,2,1
61702,1,2
61726,1,2
61742,2,1
61744,1,2
61763,2,1
61770,2,1
61771,1,0
61775,1,2
61785,1,2
61795,3,1
61808,1,2
61833,2,1
61836,2,1
61840,1,2
61842,1,2
61858,1,2
61885,2,1
61907,2,1
61910,2,1
61913,0,1
61915,2,1
61916,4,0
61918,3,1
61935,2,1
61948,1,2
61951,1,2
61960,3,2
61983,2,0
61984,3,2
61985,1,3
61992,3,2
61993,3,1
62001,1,2
62011,1,2
62014,1,2
62039,1,2
62047,1,3
62058,1,2
62059,3,1
62065,1,2
62066,3,1
62067,2,1
62074,1,2
62077,2,1
62088,1,2
62097,1,2
62104,1,2
62105,1,2
62109,1,2
62119,1,2
62120,2,1
62131,2,0
62142,2,1
62148,3,1
62150,0,1
62152,3,2
62153,2,1
62157,1,2
62177,2,1
62180,1,2
62184,1,3
62187,1,2
62196,0,1
62198,2,1
62204,3,2
62205,2,1
62214,1,2
62216,1,2
62224,1,2
62228,1,2
62233,3,1
62257,2,1
62271,3,2
62276,0,2
62282,3,1
62285,3,2
62301,1,2
62302,1,2
62312,3,1
62332,1,2
62339,3,1
62343,1,2
62344,1,2
62345,1,3
62353,2,1
62356,3,1
62376,2,3
62389,2,1
62390,3,4
62396,1,3
62398,4,1
62400,1,3
62410,1,0
62417,1,2
62437,1,3
62441,2,1
62445,1,2
62450,1,2
62454,3,2
62460,1,2
62461,3,2
62462,3,1
62465,3,1
62471,2,3
62472,1,2
62474,1,3
62477,1,2
62480,4,1
62497,3,2
62500,1,3
62509,1,2
62522,3,1
62523,3,1
62524,1,2
62533,1,2
62536,2,1
62550,1,2
62551,2,1
62552,1,2
62564,2,3
62576,2,1
62577,0,4
62582,1,2
62587,3,2
62591,1,2
62618,3,2
62625,1,3
62635,3,1
62636,1,2
62641,1,2
62643,2,1
62656,2,1
62660,1,2
62669,1,3
62675,1,2
62688,3,2
62690,3,2
62696,0,2
62706,0,2
62707,1,3
62709,1,2
62724,2,1
62748,1,3
62752,2,1
62757,3,2
62761,1,0
62762,3,2
62763,3,1
62767,1,3
62770,2,1
62773,1,2
62776,0,2
62793,2,1
62797,1,2
62807,0,1
62810,1,3
62834,1,2
62842,3,2
62847,2,1
62855,3,2
62859,1,2
62874,1,2
62876,3,2
62884,1,2
62885,1,2
62888,1,2
62906,0,4
62916,2,1
62919,0,4
62924,1,2
62931,1,2
62953,1,2
62958,3,2
62963,2,0
62968,3,1
62995,3,1
62999,1,2
63001,2,1
63008,1,4
63018,1,2
63042,1,2
63043,1,3
63049,3,2
63060,1,2
63083,3,2
63084,2,1
63088,2,0
63093,1,2
63104,3,1
63115,3,1
63121,3,2
63147,1,2
63148,1,4
63159,1,2
63166,0,2
63169,0,2
63170,1,2
63182,0,3
63190,3,2
63203,2,1
63207,3,1
63212,1,2
63221,1,2
63227,2,1
63238,1,0
63240,1,2
63248,0,3
63250,1,2
63252,3,2
63254,1,3
63266,1,2
63274,2,3
63284,3,1
63299,0,1
63304,1,2
63311,3,1
63318,1,4
63332,1,2
63343,3,2
63350,1,2
63353,3,4
63354,3,2
63356,2,1
63363,1,2
63368,1,2
63386,1,2
63391,2,1
63403,1,2
63414,0,3
63429,1,2
63442,2,1
63444,2,1
63477,2,1
63479,1,3
63489,2,4
63502,2,4
63506,2,1
63513,1,2
63515,0,2
63529,1,2
63530,3,2
63541,1,2
63545,1,2
63550,1,2
63555,3,2
63564,3,1
63575,1,2
63580,1,2
63584,3,0
63594,3,2
63596,3,2
63597,3,2
63599,3,2
63637,2,1
63642,0,3
63647,1,2
63656,3,2
63659,1,2
63661,4,2
63664,1,2
63668,1,2
63675,1,2
63678,3,2
63679,2,1
63680,1,2
63686,0,1
63759,1,2
63761,1,2
63769,1,2
63772,3,1
63775,0,1
63784,4,1
63805,0,4
63812,1,2
63839,3,2
63857,1,2
63863,2,1
63882,1,2
63887,3,2
63911,1,2
63925,1,2
63929,1,2
63943,1,3
63951,2,1
63961,2,1
63967,3,1
63969,1,2
63985,1,3
64000,1,2
64008,1,4
64009,1,2
64014,1,2
64037,1,3
64038,1,2
64039,3,2
64058,3,2
64065,1,2
64067,1,2
64068,1,2
64070,1,2
64075,1,0
64077,3,2
64078,3,1
64082,1,2
64084,1,2
64094,0,1
64109,1,2
64111,1,2
64121,1,2
64122,1,2
64125,1,0
64135,0,2
64141,3,2
64142,1,3
64145,1,2
64161,1,3
64172,1,2
64178,1,2
64208,1,2
64214,3,2
64219,1,2
64221,3,2
64231,1,2
64248,1,2
64256,2,1
64257,2,1
64259,2,1
64270,1,2
64272,1,3
64277,3,1
64298,3,2
64302,2,3
64308,2,1
64316,1,2
64326,1,2
64332,2,0
64338,2,3
64343,1,3
64363,1,2
64369,1,2
64380,1,2
64385,0,2
64394,0,2
64400,1,2
64403,3,4
64405,2,1
64407,1,2
64410,1,3
64420,2,1
64429,1,2
64433,1,2
64444,3,1
64446,0,2
64450,1,2
64452,2,1
64456,1,2
64459,1,2
64470,3,2
64475,2,1
64481,2,3
64485,1,2
64504,1,2
64515,1,2
64516,1,2
64534,3,1
64539,3,2
64540,1,3
64543,3,2
64546,2,1
64558,1,2
64575,3,1
64576,2,1
64580,1,2
64581,1,2
64584,2,4
64590,2,1
64610,1,0
64613,1,2
64622,1,2
64623,1,2
64626,1,3
64630,1,4
64633,2,1
64647,1,2
64652,3,2
64653,1,2
64654,1,2
64657,1,2
64659,1,2
64669,3,1
64689,2,1
64706,0,1
64731,1,2
64746,3,2
64755,1,2
64770,1,2
64771,3,1
64784,3,2
64789,3,1
64790,3,2
64791,1,2
64800,2,1
64810,2,1
64829,3,1
64830,1,2
64840,1,2
64843,1,2
64849,2,1
64855,1,3
64860,1,2
64866,1,2
64875,3,2
64880,2,1
64884,3,2
64885,1,2
64891,1,2
64892,1,2
64900,1,2
64911,1,2
64914,1,2
64916,2,0
64918,1,3
64919,1,2
64925,1,2
64929,1,2
64948,2,1
64975,1,2
64979,1,2
65002,2,1
65005,1,2
65006,1,2
65008,1,2
65024,3,1
65031,3,2
65034,0,2
65036,2,1
65038,1,2
65039,0,1
65049,1,2
65050,3,2
65051,1,2
65056,1,3
65061,4,2
65067,1,2
65085,1,2
65096,1,2
65108,3,2
65111,3,1
65115,2,1
65118,1,2
65122,3,1
65126,1,3
65131,3,2
65132,3,2
65138,2,1
65149,3,2
65150,2,0
65159,2,1
65167,1,2
65183,1,3
65187,2,1
65193,1,2
65202,2,1
65212,1,2
65214,1,2
65223,0,2
65255,3,0
65262,3,2
65265,3,1
65267,1,2
65269,2,1
65272,0,3
65273,3,4
65287,1,2
65295,1,2
65296,1,3
65307,2,1
65326,0,1
65328,0,2
65333,1,2
65335,1,2
65341,2,1
65348,2,3
65349,4,2
65358,1,2
65365,3,2
65371,1,2
65381,3,4
65399,1,2
65424,0,1
65437,2,1
65459,1,2
65467,1,2
65472,1,2
65475,1,2
65487,1,2
65495,3,1
65499,1,2
65509,1,2
65511,2,4
65528,1,2
65530,1,2
65531,1,2
65532,1,2
65540,1,2
65548,2,1
65550,1,3
65559,1,4
65567,1,2
65572,1,2
65583,1,2
65592,1,2
65593,3,2
65597,1,2
65622,3,1
65625,1,3
65653,1,2
65655,2,1
65660,2,1
65667,0,4
65672,1,2
65673,0,2
65677,3,2
65678,1,2
65682,0,2
65688,1,3
65689,3,1
65694,3,2
65712,2,1
65720,3,2
65735,1,2
65738,1,2
65740,0,2
65767,2,1
65768,0,3
65773,1,3
65779,1,2
65782,1,2
65798,2,3
65802,1,2
65806,1,3
65815,1,2
65820,2,0
65845,1,2
65849,1,3
65855,1,2
65864,1,3
65871,1,2
65884,1,2
65885,1,2
65886,2,1
65893,0,2
65894,0,4
65896,3,4
65897,2,1
65902,1,2
65911,3,1
65913,1,2
65918,1,2
65920,0,2
65924,0,1
65934,2,1
65937,2,1
65946,1,3
65950,1,2
65954,1,2
65955,1,2
65959,1,3
65960,1,2
65961,2,1
65987,1,2
65991,1,2
65995,3,2
66009,1,2
66019,1,2
66023,1,2
66029,1,3
66032,3,2
66045,1,2
66084,1,2
66087,2,3
66094,1,0
66095,1,2
66096,1,2
66097,1,2
66104,1,2
66118,2,1
66119,3,1
66126,2,1
66127,2,0
66129,2,1
66162,1,0
66167,1,2
66170,2,1
66173,1,3
66186,1,3
66188,1,2
66196,3,4
66198,2,1
66202,1,2
66204,2,1
66211,1,2
66216,2,1
66217,1,2
66222,1,2
66227,3,1
66241,2,1
66252,1,2
66264,0,2
66266,1,2
66269,1,2
66288,1,2
66290,1,2
66297,2,1
66301,3,2
66306,1,3
66312,1,2
66313,1,2
66320,1,2
66323,2,1
66326,1,2
66327,1,2
66337,3,2
66358,1,2
66371,1,2
66372,1,3
66398,1,2
66401,3,1
66402,1,2
66409,3,2
66415,1,3
66417,3,1
66425,1,3
66430,0,2
66433,2,1
66435,1,2
66439,2,1
66449,4,0
66460,1,2
66464,2,3
66466,1,2
66470,1,2
66472,1,3
66480,1,4
66493,1,3
66496,1,2
66507,1,2
66524,1,2
66528,3,2
66529,1,2
66538,1,2
66543,2,1
66548,2,1
66549,3,1
66572,3,2
66583,1,3
66585,1,2
66587,1,2
66590,1,2
66595,3,2
66598,0,2
66636,1,3
66640,2,4
66642,1,2
66643,1,2
66651,3,1
66652,1,4
66654,3,4
66657,1,2
66672,1,2
66684,1,2
66686,3,4
66693,1,2
66696,1,3
66703,3,1
66714,3,1
66733,1,2
66740,2,3
66747,2,1
66754,2,1
66763,1,3
66765,1,2
66768,3,2
66773,0,1
66794,2,3
66795,1,0
66803,2,1
66819,1,2
66820,1,2
66821,1,2
66835,0,1
66837,1,0
66842,3,2
66849,3,2
66862,2,3
66869,0,2
66882,1,2
66884,2,1
66886,1,2
66893,3,1
66901,1,2
66902,2,1
66909,1,2
66915,2,1
66916,3,2
66919,1,2
66924,0,2
66941,2,1
66965,1,3
66968,0,2
66974,1,2
66991,1,2
66992,2,1
67016,3,2
67026,1,3
67032,1,3
67043,3,1
67045,2,1
67046,3,2
67047,3,1
67057,2,1
67060,1,2
67062,1,2
67064,1,3
67067,1,3
67069,1,2
67074,3,2
67086,1,2
67087,3,1
67090,1,2
67092,1,2
67095,2,3
67097,1,2
67106,2,1
67107,2,3
67113,1,2
67140,1,2
67143,1,3
67149,1,2
67156,1,2
67159,1,2
67164,3,1
67168,4,1
67204,1,2
67212,2,1
67217,3,1
67222,1,2
67229,3,1
67233,3,1
67235,1,2
67237,3,2
67241,1,2
67256,1,2
67260,1,3
67270,1,2
67275,1,2
67281,3,1
67283,1,2
67285,1,2
67293,2,1
67296,1,3
67297,2,4
67303,3,2
67324,2,3
67331,1,2
67332,1,2
67336,1,2
67337,2,1
67341,2,1
67344,1,2
67374,1,2
67398,1,2
67409,1,2
67412,1,2
67429,1,3
67447,0,3
67461,2,1
67472,3,1
67493,1,2
67509,1,2
67510,2,1
67514,3,2
67522,1,3
67525,2,1
67530,1,2
67533,2,1
67540,1,2
67541,0,2
67556,3,1
67564,1,3
67567,1,2
67585,1,2
67589,2,3
67590,1,3
67591,2,4
67595,1,2
67597,2,1
67600,0,4
